book_page,year,site,nestID,uniqueID,plot,species,finder,nwstake,old_lat,lat_corrected,old_long,long_corrected,notes_GPS_change,use_GPS,how_fnd,plotLmt,fence,unk1_band,unk1_original_band,unk1_captured,unk1_UL,unk1_LL,unk1_UR,unk1_LR,unk1_gfe,unk2_band,unk2_original_band,unk2_captured,unk2_UL,unk2_LL,unk2_UR,unk2_LR,unk2_gfe,m_band,m_original_band,m_captured,m_UL,m_LL,m_UR,m_LR,m_gfe,f_band,f_original_band,f_captured,f_UL,f_LL,f_UR,f_LR,f_gfe,number_banded_birds,max_egg_number,number_egg_find,float_age,float_date,date_found,date_found_julian,age_found,last_day_alive,last_day_checked,last_day_alive_julian,last_day_check_julian,initiation_date,initiation_date_corrected,initiation_date_corrected_julian,incubation_date,incubation_date_corrected,est_hatch_date,hatch_date,Number_days_btwn_last_check_and_date_found_hatched,day_used_for_hatch_date_or_last_date_checked,age_method,age_method_corrected,stage_find,fate,fail_cause,fate_evidence,uncertain_of_fate,number_days_from_est_hatch,number_eggs_hatched,number_chick_band,number_eggs_observer,number_eggs_lost,number_eggs_predated,number_eggs_abandoned,number_eggs_failed_to_hatch,number_eggs_unknown,number_eggs_with_embryo,number_eggs_stable_isotope,number_eggs_bacteria,replacement_clutch,manipulation,manipulation_comments,tiny_tag_number,dom_land,dom_veg,conceal,aspect,old_nest_number,nest_reuse_corrected,use_nest_reuse_id,tag_number,nest_book_comments,problem
2.19,2003,barr,lbdo407,03lbdo407,brw2,lbdo,taylor,j9,NA,71.29094,NA,-156.64741,NA,y,bander,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,17-Jun-03,17-Jun-03,168,3,17-Jun-03,20-Jun-03,168,171,14-Jun-03,14-Jun-03,165,17-Jun-03,17-Jun-03,8-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,m4,NA,NA,NA,NA,NA,NA,"empty nest, no shells or signs",NA
2.2,2003,barr,dunl003,03dunl003,brw2,dunl,thomas,k11,NA,71.29108,NA,-156.64414,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180609,168180609,y,-,"r,gf",m,"lg,o",NA,168181081,168181081,y,-,"gf,r",m,"y,dg",NA,2,4,3,NA,NA,19-Jun-03,170,2,2-Jul-03,6-Jul-03,183,187,17-Jun-03,17-Jun-03,168,20-Jun-03,20-Jun-03,11-Jul-03,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,"nest empty, no evidence of fox or avian",NA
2.21,2003,barr,rnph410,03rnph410,brw2,rnph,taylor,k1,NA,71.29106,NA,-156.65913,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171171309,171171309,y,-,"r,gf",m,"r,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,0,20-Jun-03,20-Jun-03,171,4,9-Jul-03,9-Jul-03,190,190,17-Jun-03,16-Jun-03,167,20-Jun-03,19-Jun-03,10-Jul-03,9-Jul-03,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,lcp>0.5,u7,NA,NA,NA,NA,NA,NA,"4 chicks, veg done",NA
2.22,2003,barr,reph511,03reph511,brw2,reph,rlanctot,j9,NA,71.29106,NA,-156.64721,NA,y,bander,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181050,168181050,y,-,"r,gf",m,"r,lg",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,8,20-Jun-03,20-Jun-03,171,11,24-Jun-03,NA,175,NA,9-Jun-03,9-Jun-03,160,12-Jun-03,12-Jun-03,2-Jul-03,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,3,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,m2,NA,NA,NA,NA,NA,NA,"empty nest, no shells or signs","uncertain fate, within 4 days and no evidence of failure or hatching"
2.23,2003,barr,pesa204,03pesa204,brw2,pesa,burle,d2,NA,71.29404,NA,-156.6559,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181058,168181058,y,"r,gf",-,"m,bk,db",-,NA,1,4,4,1,22-Jun-03,22-Jun-03,173,4,13-Jul-03,13-Jul-03,194,194,18-Jun-03,18-Jun-03,169,21-Jun-03,21-Jun-03,13-Jul-03,13-Jul-03,2,day prior,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,hatch assumed on 13 july,NA
2.24,2003,barr,dunl313,03dunl313,brw2,dunl,trask,d3,NA,71.2943,NA,-156.65538,NA,y,rope,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,5,22-Jun-03,22-Jun-03,173,8,22-Jun-03,29-Jun-03,173,180,14-Jun-03,14-Jun-03,165,17-Jun-03,17-Jun-03,8-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u4,NA,NA,NA,NA,NA,NA,"empty nest, no shells or signs",NA
2.25,2003,barr,pesa513,03pesa513,brw2,pesa,rlanctot,i5,NA,71.29176,NA,-156.6525,NA,y,bander,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,24-Jun-03,24-Jun-03,175,5,29-Jun-03,4-Jul-03,180,185,19-Jun-03,19-Jun-03,170,22-Jun-03,22-Jun-03,14-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,"no eggs or shells, predation",NA
2.26,2003,barr,sesa007,03sesa007,brw2,sesa,thomas,a9,NA,71.29521,NA,-156.64587,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171173434,171173434,y,-,"r,gf",m,"dg,y",NA,171173210,171173210,y,-,"gf,r",m,"lg,y",NA,2,4,4,13,27-Jun-03,27-Jun-03,178,14,6-Jul-03,6-Jul-03,187,187,11-Jun-03,13-Jun-03,164,14-Jun-03,16-Jun-03,4-Jul-03,6-Jul-03,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,1,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,NA,NA,NA,NA,NA,NA,"4c hatch, 1 die after banding, other 2 missing",NA
2.27,2003,barr,reph210,03reph210,brw2,reph,burle,h5,NA,71.29222,NA,-156.6524,NA,y,rope,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181080,168181080,y,-,"gf,r",m,"r,db",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,8,28-Jun-03,28-Jun-03,179,10,2-Jul-03,NA,183,NA,18-Jun-03,18-Jun-03,169,20-Jun-03,20-Jun-03,10-Jul-03,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,2,0,0,0,0,0,0,0,3,NA,0,0,0,NA,NA,NA,hcp>0.5,m2,NA,NA,NA,NA,NA,NA,assume 3e nest for measurements,"uncertain fate, within 4 days and no evidence of failure or hatching"
2.28,2003,barr,pesa413,03pesa413,brw2,pesa,taylor,h12,NA,71.29206,NA,-156.64285,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180641,168180641,y,"gf,r",-,"m,bl,o",-,NA,1,4,4,5,29-Jun-03,29-Jun-03,180,5,19-Jul-03,19-Jul-03,200,200,21-Jun-03,24-Jun-03,175,24-Jun-03,27-Jun-03,16-Jul-03,19-Jul-03,3,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,1,0,0,0,0,2,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,"2 hatch but 1 dies, coll 2 other eggs",NA
2.3,2003,barr,pesa014,03pesa014,brw2,pesa,thomas,b10,NA,71.29498,NA,-156.64452,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180633,168180633,y,"gf,r",-,"m,r,dg",-,NA,1,4,4,13,3-Jul-03,3-Jul-03,184,16,12-Jul-03,12-Jul-03,193,193,17-Jun-03,17-Jun-03,168,20-Jun-03,20-Jun-03,12-Jul-03,12-Jul-03,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,NA,NA
2.31,2003,barr,pesa328,03pesa328,brw2,pesa,trask,f1,71.35792,71.29304,-156.53434,-156.65786,"GPS wrong, changed coords",n,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180578,168180578,y,"r,gf",-,"m,db,r",-,NA,1,4,4,2,8-Jul-03,8-Jul-03,189,5,15-Jul-03,24-Jul-03,196,205,3-Jul-03,3-Jul-03,184,6-Jul-03,6-Jul-03,28-Jul-03,NA,NA,NA,float,float,inc,failed,predation/abandonment,3 dead eggs,n,NA,0,0,0,1,1,2,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,"failed - abandoned/weather? - 1 egg missing, 1 egg poked by avian pred 3 eggs collected for tissue",9 days between nest checks and then called abandoned
3.01,2003,barr,dunl100,03dunl100,brw3,dunl,denega,h10,NA,71.26888,NA,-156.52637,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,NA,NA,9-Jun-03,160,2,16-Jun-03,23-Jun-03,167,174,7-Jun-03,7-Jun-03,158,10-Jun-03,10-Jun-03,1-Jul-03,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,non-patterned,m2,NA,NA,NA,NA,NA,NA,"found with 3e, predated by fox",NA
3.02,2003,barr,dunl101,03dunl101,brw3,dunl,denega,c9,NA,71.27106,NA,-156.52818,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181028,168181028,y,-,"r,gf",m,"lg,y",NA,168181052,168181052,y,-,"gf,r",m,"dg,lg",NA,2,4,4,0,10-Jun-03,9-Jun-03,160,4,29-Jun-03,29-Jun-03,180,180,7-Jun-03,5-Jun-03,156,10-Jun-03,8-Jun-03,1-Jul-03,29-Jun-03,4,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,2,0,0,1,0,1,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u4,NA,NA,NA,NA,NA,NA,"2chicks, 1e coll, 1e disappear",NA
3.03,2003,barr,dunl401,03dunl401,brw3,dunl,taylor,l12,NA,71.26693,NA,-156.52056,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181027,168181027,y,-,"r,gf",m,"dg,db",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,0,10-Jun-03,10-Jun-03,161,3,16-Jun-03,23-Jun-03,167,174,7-Jun-03,7-Jun-03,158,10-Jun-03,10-Jun-03,1-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u1,NA,NA,NA,NA,NA,NA,fox scat in nest,NA
3.04,2003,barr,dunl201,03dunl201,brw3,dunl,burle,e2,NA,71.26952,NA,-156.53542,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180602,168180602,y,-,"r,gf",m,"db,y",NA,168181053,168181053,y,-,"gf,r",m,"o,db",NA,2,4,4,3,13-Jun-03,11-Jun-03,162,4,27-Jun-03,NA,178,NA,7-Jun-03,7-Jun-03,158,10-Jun-03,10-Jun-03,1-Jul-03,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,1,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,"no shells, no bits, fate unknown","Unknown fate, could have hatched or failed"
3.06,2003,barr,dunl304,03dunl304,brw3,dunl,trask,f6,NA,71.26971,NA,-156.52981,NA,y,rope,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,14-Jun-03,14-Jun-03,165,5,16-Jun-03,23-Jun-03,167,174,9-Jun-03,9-Jun-03,160,12-Jun-03,12-Jun-03,3-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u1,NA,NA,NA,NA,NA,NA,"eggs gone, no shells found",NA
3.07,2003,barr,reph001,03reph001,brw3,reph,thomas,h10,NA,71.26906,NA,-156.52493,NA,y,rope,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,14-Jun-03,165,1,18-Jun-03,23-Jun-03,169,174,13-Jun-03,13-Jun-03,164,16-Jun-03,16-Jun-03,6-Jul-03,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,non-patterned,m2,NA,NA,NA,NA,NA,NA,"found with 2e, predated",NA
3.08,2003,barr,reph002,03reph002,brw3,reph,thomas,e4,NA,71.26984,NA,-156.53314,NA,y,rope,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181048,168181048,y,-,"r,gf",m,"o,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,14-Jun-03,165,0,5-Jul-03,NA,186,NA,14-Jun-03,14-Jun-03,165,17-Jun-03,17-Jun-03,7-Jul-03,NA,NA,censor,lay,lay,lay,censor,unknown,eggs gone,y,1,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,m1,NA,NA,NA,NA,NA,NA,"found with 1e, predated",Most likely predated but no evidence found
3.11,2003,barr,reph205,03reph205,brw3,reph,burle,g7,NA,71.26928,NA,-156.5292,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181082,168181082,y,-,"gf,r",m,"db,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,8,23-Jun-03,23-Jun-03,174,11,2-Jul-03,NA,183,NA,12-Jun-03,12-Jun-03,163,15-Jun-03,15-Jun-03,5-Jul-03,NA,NA,censor,float,float,inc,censor,unknown,"egg fragments, membranes attached",y,1,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,"no information on what type of eggshell found, does say egg fragments with membrane attached, cap of one?"
3.12,2003,barr,dunl104,03dunl104,brw3,dunl,denega,f8,NA,71.26943,NA,-156.5268,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181083,168181083,y,-,"gf,r",m,"db,db",NA,168180629,168180629,y,-,"r,gf",m,"y,lg",NA,2,4,3,NA,NA,24-Jun-03,175,2,16-Jul-03,16-Jul-03,197,197,22-Jun-03,22-Jun-03,173,25-Jun-03,25-Jun-03,16-Jul-03,16-Jul-03,2,day found,lay,lay,lay,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u4,NA,NA,NA,NA,NA,NA,incom clutch and hatch days jive,NA
3.13,2003,barr,dunl103,03dunl103,brw3,dunl,denega,c4,NA,71.27078,NA,-156.53389,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,NA,NA,24-Jun-03,175,2,2-Jul-03,6-Jul-03,183,187,22-Jun-03,22-Jun-03,173,25-Jun-03,25-Jun-03,16-Jul-03,NA,NA,NA,lay,lay,lay,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m1,NA,NA,NA,NA,NA,NA,"found with 3e, predated",NA
3.14,2003,barr,reph206,03reph206,brw3,reph,burle,i7,NA,71.26811,NA,-156.52814,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180630,168180630,y,-,"r,gf",m,"lg,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,26-Jun-03,26-Jun-03,177,8,11-Jul-03,11-Jul-03,192,192,19-Jun-03,18-Jun-03,169,22-Jun-03,21-Jun-03,12-Jul-03,11-Jul-03,2,day prior,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,lcp<0.5,m4,NA,NA,NA,NA,NA,NA,4chicks,NA
3.15,2003,barr,dunl207,03dunl207,brw3,dunl,burle,j5,NA,71.26775,NA,-156.5307,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180619,168180619,y,-,"r,gf",m,"lg,dg",NA,168180564,168180564,y,-,"gf,r",m,"o,y",NA,2,4,3,NA,NA,26-Jun-03,177,2,18-Jul-03,18-Jul-03,199,199,24-Jun-03,24-Jun-03,175,27-Jun-03,27-Jun-03,18-Jul-03,18-Jul-03,2,day found,lay,lay,lay,hatch,NA,chicks,n,NA,4,2,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,mixed hcp/lcp,u4,NA,NA,NA,NA,NA,NA,"4chicks, 2 banded, incomp and hatch jive",NA
3.16,2003,barr,reph208,03reph208,brw3,reph,burle,g1,NA,71.26889,NA,-156.53639,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180605,168180605,y,-,"r,gf",m,"o,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,10,26-Jun-03,26-Jun-03,177,14,5-Jul-03,5-Jul-03,186,186,13-Jun-03,12-Jun-03,163,16-Jun-03,15-Jun-03,6-Jul-03,5-Jul-03,2,day prior,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,non-patterned,m2,NA,NA,NA,NA,NA,NA,banded/bled 4 chicks,NA
3.17,2003,barr,reph209,03reph209,brw3,reph,burle,e1,NA,71.2698,NA,-156.53716,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180606,168180606,y,-,"r,gf",m,"db,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,10,26-Jun-03,26-Jun-03,177,13,5-Jul-03,5-Jul-03,186,186,14-Jun-03,13-Jun-03,164,16-Jun-03,15-Jun-03,6-Jul-03,5-Jul-03,2,day prior,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,non-patterned,m1,NA,NA,NA,NA,NA,NA,"banded/bled 3 chicks, only 3e nest",NA
3.18,2003,barr,reph105,03reph105,brw3,reph,denega,g12,NA,71.2694,NA,-156.52181,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,27-Jun-03,178,20,30-Jun-03,30-Jun-03,181,181,7-Jun-03,7-Jun-03,158,10-Jun-03,10-Jun-03,NA,30-Jun-03,1,day found,hatch,hatch,inc,hatch,NA,"egg fragments, pipped day prior",y,0,4,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,non-patterned,m2,NA,NA,NA,NA,NA,NA,"1e pipped 29jun, no hatch though","eggs never floated found starred and pipped, age not known"
3.2,2003,barr,reph010,03reph010,brw3,reph,thomas,c9,NA,71.27099,NA,-156.52743,NA,y,rope,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,7,29-Jun-03,29-Jun-03,180,10,2-Jul-03,NA,183,NA,19-Jun-03,19-Jun-03,170,22-Jun-03,22-Jun-03,12-Jul-03,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,2,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,non-patterned,m2,NA,NA,NA,NA,NA,NA,"no parent or chick, predation","uncertain fate, within 4 days and no evidence of failure or hatching"
3.23,2003,barr,reph015,03reph015,brw3,reph,thomas,i12,NA,71.26869,NA,-156.52142,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168180631,168180631,y,-,"r,gf",m,"dg,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,12,4-Jul-03,4-Jul-03,185,20,7-Jul-03,7-Jul-03,188,188,19-Jun-03,14-Jun-03,165,22-Jun-03,17-Jun-03,12-Jul-03,7-Jul-03,2,day prior,float,hatch,inc,hatch,NA,chicks,n,NA,4,2,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,hcp<0.5,m2,NA,NA,NA,NA,NA,NA,banded 2c away from nest 3days after hatch,NA
3.24,2003,barr,dunl327,03dunl327,brw3,dunl,trask,i12,NA,71.2684,NA,-156.52186,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,7,6-Jul-03,6-Jul-03,187,10,6-Jul-03,8-Jul-03,187,189,26-Jun-03,26-Jun-03,177,29-Jun-03,29-Jun-03,20-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,"no eggs or shells, no parent",NA
4.01,2003,barr,dunl402,03dunl402,brw4,dunl,taylor,e1,NA,71.26397,NA,-156.49818,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181030,168181030,y,-,"r,gf",m,"r,db",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,0,10-Jun-03,10-Jun-03,161,3,25-Jun-03,NA,176,NA,7-Jun-03,7-Jun-03,158,10-Jun-03,10-Jun-03,1-Jul-03,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,2,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,lcp<0.5,m1,NA,NA,NA,NA,NA,NA,"empty nest, no shells or signs","uncertain fate, within 4 days and no evidence of failure or hatching"
4.02,2003,barr,reph406,03reph406,brw4,reph,taylor,j2,NA,71.2616,NA,-156.49622,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181056,168181056,y,-,"gf,r",m,"dg,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,16-Jun-03,167,1,29-Jun-03,NA,180,NA,15-Jun-03,15-Jun-03,166,18-Jun-03,18-Jun-03,8-Jul-03,NA,NA,censor,lay,lay,lay,censor,unknown,"never refound nest-no eggs, adults, shells",y,4,0,0,0,0,1,0,0,3,NA,0,0,0,NA,NA,NA,lcp<0.5,m4,NA,NA,NA,NA,NA,NA,1e disappear and then all gone,Couldn't find scrape
4.03,2003,barr,reph309,03reph309,brw4,reph,trask,g5,NA,71.26324,NA,-156.49219,NA,y,single,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181037,168181037,y,-,"r,gf",m,"lg,dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,18-Jun-03,18-Jun-03,169,6,21-Jun-03,25-Jun-03,172,176,12-Jun-03,12-Jun-03,163,15-Jun-03,15-Jun-03,5-Jul-03,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,strangmoor,m4,NA,NA,NA,NA,NA,NA,"empty nest, no shells or signs",NA
4.04,2003,barr,reph308,03reph308,brw4,reph,trask,g11,NA,71.26386,NA,-156.48467,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168181038,168181038,y,-,"r,gf",m,"dg,lg",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,18-Jun-03,18-Jun-03,169,3,9-Jul-03,9-Jul-03,190,190,11-Jun-03,15-Jun-03,166,14-Jun-03,18-Jun-03,4-Jul-03,9-Jul-03,1,day found,float,hatch/find,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,lcp<0.5,m4,NA,NA,NA,NA,NA,NA,"4chicks, 1dead and 3banded, min 21 day incub",NA
